"Kvittonamn","Varugrupp","Pris","Volym","AntalSålda","Alkoholhalt","APK"
"LAB Reserva Arinto Chard 14 750ml","Vitt vin",69,750,4459,0,0
"Mâcon-Igé Ch London Boisset 14 750","Vitt vin",175,750,15,0,0
"Paracombe Pinot Gris 15 750ml","Vitt vin",165,750,83,13.3,0.604545454545454
"Logan Weemala Pinot Gris 15 750","Vitt vin",149,750,113,13.5,0.679530201342282
"Château de Fieuzal Blanc 11 750ml","Vitt vin",499,750,14,13.5,0.202905811623247
"Ch Pierrail Cuvée Prestige 14 750ml","Vitt vin",159,750,32,14,0.660377358490566
"Haidviertel Grüner Veltliner 15 750","Vitt vin",169,750,21,13,0.576923076923077
"Hundsleiten Grüner Veltliner 15 750","Vitt vin",219,750,6,13.5,0.462328767123288
"Spreitzer Riesling 101 15 750ml","Vitt vin",129,750,18,11,0.63953488372093
"Alr Vinho Verde 15 750ml","Vitt vin",179,750,14,10.5,0.439944134078212
"Cornet et Cie Blanc 13 750ml","Vitt vin",137,750,66,13.5,0.739051094890511
"Mount Eden Vineyards Chard 12 750ml","Vitt vin",549,750,40,0,0
"Dogheria Pinot Bianco 15 750ml","Vitt vin",99,750,60,12.5,0.946969696969697
"Comtesse de Ségur Ch Lauler 14 750","Vitt vin",153,750,7,13,0.637254901960784
"Il Sole Chardonnay box 3L","Vitt vin",139,3000,38211,13.5,2.9136690647482
"Condrieu le Grand Vallon 14 750 ml","Vitt vin",379,750,156,13.5,0.267150395778364
"Sancerre Côte de Champtin 14 750 ml","Vitt vin",209,750,1176,0,0
"Engelgarten 13 750 ml","Vitt vin",279,750,598,12.5,0.336021505376344
"Langenberg M Deiss 13 750 ml","Vitt vin",289,750,199,12.5,0.32439446366782
"Vóila Vineyard Assyrtiko 15 750ml","Vitt vin",125,750,54,13,0.78
"Armi Vineyard Thrapsathiri 15 750ml","Vitt vin",199,750,10,13.5,0.508793969849246
"Chablis GC Bougros Févre 14 750","Vitt vin",499,750,82,0,0
"Ch d'Anglès Grand Vin Blanc 14 750","Vitt vin",169,750,1075,14.5,0.643491124260355
"Clos des Mouches Blanc 10 750ml","Vitt vin",1500,750,7,13.5,0.0675
"Kloster Eberbach Baiken Ries 12 750","Vitt vin",229,750,849,12.5,0.40938864628821
"Winning Ungeh Forst Ries GG 15 750","Vitt vin",279,750,228,12,0.32258064516129
"Ried Pfaffenberg Ries Kabin 15 750","Vitt vin",259,750,47,0,0
"Craggy Range Te Muna Road SB 15 750","Vitt vin",149,750,2351,13,0.654362416107383
"Bel Echo Sauvignon Blanc 15 750ml","Vitt vin",149,750,1760,14,0.704697986577181
"Clos Henri Sauvignon Blanc 14 750ml","Vitt vin",199,750,322,13.5,0.508793969849246
"Conte della Vipera 14 750ml","Vitt vin",149,750,712,12.5,0.629194630872483
"Ponderosa Viognier 15 750 ml","Vitt vin",80,750,25685,14,1.3125
"JJ Prüm Graaach Himmelr Spät 09 750","Vitt vin",299,750,427,8.5,0.213210702341137
"Capellanía 11 750 ml","Vitt vin",169,750,1622,13.5,0.599112426035503
"August Kesseler Riesl Lorch 13 750","Vitt vin",219,750,10,12.5,0.428082191780822
"Graacher Himmelreich Kab 12 750 ml","Vitt vin",219,750,591,10,0.342465753424658
"Berg Schlossberg Ries Eberba 14 750","Vitt vin",369,750,96,13,0.264227642276423
"Loimer Loiserberg Riesling 15 750ml","Vitt vin",159,750,1735,12,0.566037735849057
"Loim Loiserberg Gr Veltlin 15 750","Vitt vin",149,750,1674,12,0.604026845637584
"La Comtesse Pazo Barrantes  13 750","Vitt vin",289,750,210,13.5,0.350346020761246
"Bründlm Heiligenstein Riesl 15 750","Vitt vin",225,750,222,13,0.433333333333333
"Ried Kreutles GV Federspiel 15 750","Vitt vin",199,750,4,0,0
"Vinotheksfüllung Rie Smaragd 15 750","Vitt vin",579,750,18,0,0
"Schl Gobelsb Steinsetz Gr V 15 750","Vitt vin",159,750,2690,13,0.613207547169811
"Vinotheksfüllung Grüner Velt 15 750","Vitt vin",499,750,22,0,0
"Dom Wachau Ries Singerriedel 15 750","Vitt vin",199,750,462,13,0.489949748743719
"Schloss Gobelsb Ried Gaisber 15 750","Vitt vin",179,750,802,13.5,0.565642458100559
"Dom Wachau GV Smar Achleit 97 1,5 l","Vitt vin",589,1500,53,0,0
"Dom Wachau GV Smar Achleit 97 750ml","Vitt vin",299,750,157,13.5,0.338628762541806
"Dom Wachau GV Smar Kellerb 15 750ml","Vitt vin",199,750,368,14,0.527638190954774
"Don David Chardonnay 15 750ml","Vitt vin",109,750,28,14,0.963302752293578
"Clos Henri Name Me SB 13 750ml","Vitt vin",399,750,28,14,0.263157894736842
"Côtes du Rhône La Redonne 14 750ml","Vitt vin",159,750,74,13,0.613207547169811
"Leeuwenkuil Marsanne 15 750ml","Vitt vin",119,750,1792,0,0
"Chablis Premier Cru Butteaux 12 750","Vitt vin",699,750,23,0,0
"The Mentors Grenache Blanc 14 750ml","Vitt vin",169,750,547,13.5,0.599112426035503
"Nicolas Potel Bourg Chard 14 750ml","Vitt vin",129,750,32,12.5,0.726744186046512
"Domaine de Mouscaillo 12 750ml","Vitt vin",149,750,15,0,0
"Les Granits M Chapoutier 13 750ml","Vitt vin",449,750,43,14,0.233853006681514
"De l'Orée M Chapoutier 13 750mll","Vitt vin",1499,750,33,14,0.0700466977985324
"Castelo Rodrigo Branco 14 750ml","Vitt vin",99,750,4,12.5,0.946969696969697
"Mercurey Les Rochelles 14 750ml","Vitt vin",219,750,14,13,0.445205479452055
"Oakr Local Viney Ser Bark Ri 15 750","Vitt vin",269,750,3,13.5,0.37639405204461
"Radikon Slatnik 13 750ml","Vitt vin",269,750,39,13.5,0.37639405204461
"Radikon Ribolla Gialla 08 500ml","Vitt vin",249,500,57,13,0.261044176706827
"Paraschos Ponka 10 750ml","Vitt vin",229,750,11,12.5,0.40938864628821
"Paraschos Not 11 750ml","Vitt vin",229,750,32,13,0.425764192139738
"Pinot Blanc Organic 15 750ml","Vitt vin",109,750,29203,13,0.894495412844037
"Oakridge 864 Chardonnay 13 750","Vitt vin",519,750,17,13.5,0.195086705202312
"La Valentina Trebb d´Abruzzo 13 750","Vitt vin",208,750,10,13,0.46875
"Casillero del Diablo Ch 15 box 3L","Vitt vin",219,3000,199,13.5,1.84931506849315
"Luke Lambert Yarra V Chard 15 750ml","Vitt vin",309,750,29,13,0.315533980582524
"Logan Chardonnay 14 750ml","Vitt vin",169,750,163,13,0.576923076923077
"Würzburger Stein Silvaner 15 750 ml","Vitt vin",179,750,1792,0,0
"Lily Chardonnay Sauv Bl 15 750 ml","Vitt vin",69,750,28924,13,1.41304347826087
"Josmeyer Les P Riesling 11 750 ml","Vitt vin",299,750,186,13,0.326086956521739
"Dreissigacker Org Silvaner 15 750","Vitt vin",99,750,4481,13,0.984848484848485
"Somdinou Blanco 15 750 ml","Vitt vin",119,750,2140,13.5,0.850840336134454
"Calinda 15 750 ml","Vitt vin",59,750,33354,11,1.39830508474576
"Eckhard Walter Pinot Blanc 15 750","Vitt vin",87,750,10569,13.5,1.16379310344828
"Grüner Veltliner Alte Reben 14 750","Vitt vin",249,750,705,13,0.391566265060241
"Pegasus Original 13 750 ml","Vitt vin",226,750,130,14,0.464601769911504
"Würzburger Stein Rie Erste L 15 750","Vitt vin",179,750,1253,14,0.58659217877095
"Bourgogne Blanc Le Moine 13 750 ml","Vitt vin",339,750,231,0,0
"Terre de Mistral Res CdR 15 750ml","Vitt vin",79,750,142,14,1.32911392405063
"Westhofener Riesling Trocken 15","Vitt vin",219,750,636,13,0.445205479452055
"Morstein Riesling Trocken GG 15","Vitt vin",459,750,274,13,0.212418300653595
"Vinofol Pálava 14 750ml","Vitt vin",156,750,6,12.5,0.600961538461538
"Vinofol Grüner Veltliner 13 750ml","Vitt vin",126,750,6,12,0.714285714285714
"Corton Charlemagne 14 750 ml","Vitt vin",795,750,60,13,0.122641509433962
"Pichler-Krutz Riesl Pfaffenb 15 750","Vitt vin",199,750,833,12.5,0.471105527638191
"Pichler-Krutzler Rie Loibenb 15 750","Vitt vin",295,750,111,13,0.330508474576271
"Spioenkop Chenin Blanc 15 750 ml","Vitt vin",209,750,108,13.5,0.48444976076555
"Huet Vouvray Clos du Bourg 14 750ml","Vitt vin",339,750,97,13,0.287610619469027
"Quinta de Chocapalha S Bl 15 750 ml","Vitt vin",119,750,1931,13,0.819327731092437
"Meursault Les Clous 13 750 ml","Vitt vin",569,750,74,12,0.15817223198594
"Catena Alta Chardonnay 14 750ml","Vitt vin",199,750,924,14,0.527638190954774
"Moreson Mercator Ch 13 750ml","Vitt vin",225,750,11,13.5,0.45
"Marchand B Porongurup Chard 15 750","Vitt vin",349,750,81,13,0.279369627507163
"Puligny Mont Garenne Jadot 14 750","Vitt vin",579,750,100,13.5,0.174870466321244
"Meursault Genevrières Jadot 14 750","Vitt vin",679,750,47,13.5,0.149116347569956
"Corton Charlemagne GC Jadot 14 750","Vitt vin",1159,750,49,14,0.090595340811044
"Huet Vouvray Sec Haut Lieu 14 750ml","Vitt vin",229,750,114,0,0
"Chablis Les Marouett Fra Mar 14 750","Vitt vin",149,750,21,12.5,0.629194630872483
"Mersault Les Hauts Bois Fran 14 750","Vitt vin",379,750,14,13.5,0.267150395778364
"Porcupine Ridge Chenin Blanc 15 750","Vitt vin",99,750,4,13,0.984848484848485
"Villa Chiòpris Riboll Gialla 15 750","Vitt vin",129,750,9,12,0.697674418604651
"Ocean Eight Verve Chardonnay 14 750","Vitt vin",299,750,3,12.5,0.313545150501672
"Mullineux Granite Ch Blanc 14 750ml","Vitt vin",489,750,10,13,0.199386503067485
"Anjou Vieilles Vignes 10 750ml","Vitt vin",199,750,9,13,0.489949748743719
"Insolia Y 14 750ml","Vitt vin",165,750,17,13,0.590909090909091
"Ficiligno Insolia Viognier 13 750ml","Vitt vin",199,750,9,13,0.489949748743719
"Sincronia Blanc 15 750ml","Vitt vin",89,750,171,0,0
"Umathum Grauer Burgunder 15 750ml","Vitt vin",179,750,32,13.5,0.565642458100559
"DOM Riesling Trocken 15 750ml","Vitt vin",125,750,291,12,0.72
"Lapostolle Collection Muscat 14 750","Vitt vin",369,750,5,12.5,0.254065040650407
"Ribas Blanc 15 750ml","Vitt vin",139,750,91,13,0.701438848920863
"Bouchard Finlayson Sauv Blan 15 750","Vitt vin",149,750,43,13.5,0.679530201342282
"Nederburg Winemasters Ries 15 750","Vitt vin",99,750,60,0,0
"Main Divide Riesling 14 750 ml","Vitt vin",119,750,2670,13,0.819327731092437
"Sancerre Tradition Roland T 15 750","Vitt vin",171,750,112,13,0.570175438596491
"Ch de la Tour de l'Ange 15 box 2 L","Vitt vin",299,2000,5529,13,0.869565217391304
"Sancerre Domaine Bizet 15 750ml","Vitt vin",164,750,95,12.5,0.571646341463415
"Boschendal 1685 Chard 15 750 ml","Vitt vin",99,750,11677,13.5,1.02272727272727
"Stoneleigh Latitude Chard 15 750 ml","Vitt vin",129,750,7207,13.5,0.784883720930233
"La Rocca GAVI 14 750ml","Vitt vin",179,750,4,12,0.502793296089385
"Thorne & Daughters Rock Hors 15 750","Vitt vin",219,750,185,13.5,0.462328767123288
"Op die Berg Chardonnay 15 750 ml","Vitt vin",179,750,1005,13.5,0.565642458100559
"Sio Blanc 15 750ml","Vitt vin",192,750,24,13,0.5078125
"Paolos Ferro di Caval Bianco 13 750","Vitt vin",39,750,2116,0,0
"Templarske Gruner Veltliner box 3L","Vitt vin",224,3000,2,12,1.60714285714286
"Ridge Estate Chardonnay 14 750ml","Vitt vin",439,750,258,14,0.239179954441913
"Ridge Monte Bello Chardonnay 13 750","Vitt vin",595,750,163,14,0.176470588235294
"Leeuwin Art Series Chard 13 750 ml","Vitt vin",558,750,80,13.5,0.181451612903226
"Bichot Bourg Vieilles Vig Ch 14 750","Vitt vin",119,750,210,12.5,0.78781512605042
"Stoneleigh Latitude Chard 15 375ml","Vitt vin",70,375,3288,13.5,0.723214285714286
"Oropasso 15 750ml","Vitt vin",99,750,355,13,0.984848484848485
"Vietti Roero Arneis 14 750ml","Vitt vin",189,750,46,13,0.515873015873016
"Carawine White Edition 15 3L","Vitt vin",220,3000,697,12,1.63636363636364
"Zenato Soave Classico 14 750ml","Vitt vin",119,750,18,12.5,0.78781512605042
"Anima Chardonnay 15 750ml","Vitt vin",133,750,6,13,0.733082706766917
"Codice V 15 750ml","Vitt vin",149,750,1735,13,0.654362416107383
"Forster Ungeheuer Ries Ausl 13 750","Vitt vin",645,750,6,9,0.104651162790698
"Zenato Lugana San Benedetto 14 750","Vitt vin",139,750,26,12.5,0.674460431654676
"Em´s Table Organic Riesling 15 750","Vitt vin",145,750,61,12.5,0.646551724137931
"Costebianche Chardonnay 13 750ml","Vitt vin",189,750,3,12,0.476190476190476
"Jurtsch Zöbig Heiligenstein 15 750","Vitt vin",189,750,661,13,0.515873015873016
"Greco di Tufo 07 750 ml","Vitt vin",175,750,510,12,0.514285714285714
"Hirtzber Setzb Riesl Smaragd 15 750","Vitt vin",339,750,48,13,0.287610619469027
"Spottswoode Sauvignon Blanc 15 750","Vitt vin",379,750,8,14,0.277044854881267
"Borgogno Era Ora 14 750ml","Vitt vin",199,750,711,13,0.489949748743719
"Shed 6 Riesling 14 750ml","Vitt vin",179,750,6,13.5,0.565642458100559
"Rêve Pecorino 14 750 ml","Vitt vin",149,750,1134,13.5,0.679530201342282
"Moscati d'Asti 15 750ml","Vitt vin",121,750,6,5,0.309917355371901
"Hirtzberg Axpoint GV Smaragd 15 750","Vitt vin",339,750,53,13,0.287610619469027
"Hirtzb Singerriedel Rie Smar 15 750","Vitt vin",599,750,25,0,0
"Thorne & Daughter Paper Kite 15 750","Vitt vin",299,750,26,13.5,0.338628762541806
"Thorne & Daughters T Soldier 15 750","Vitt vin",299,750,24,0,0
"Zenato Lugana Riserva 12 750ml","Vitt vin",296,750,26,13.5,0.342060810810811
"Bourgogne Cl de la Perrier 14 750ml","Vitt vin",209,750,568,12.5,0.448564593301435
"Chablis Grand Cru Les Clos 14 750ml","Vitt vin",399,750,394,13,0.244360902255639
"Tapanappa Chardonnay 14 750 ml","Vitt vin",389,750,22,13.5,0.260282776349614
"Limoux Barrique 15 750 ml","Vitt vin",99,750,31463,13,0.984848484848485
"Schieferterrassen Riesling 15 750ml","Vitt vin",199,750,592,13,0.489949748743719
"Pazo de Señorans Albariño 15 750ml","Vitt vin",169,750,1150,12.5,0.554733727810651
"Heimbourg Riesl Zind-Humbr 14 750","Vitt vin",249,750,1205,12.5,0.376506024096386
"Pouilly-Fuissé Le Clos 14 750ml","Vitt vin",399,750,144,0,0
"Chablis 1er Cru Fourchaume 14 750ml","Vitt vin",249,750,682,13,0.391566265060241
"Vette di San Leonardo 15 750 ml","Vitt vin",119,750,2822,12.5,0.78781512605042
"Joyride Chardonnay 15 750ml","Vitt vin",89,750,102,12.5,1.05337078651685
"Chablis Grand Cru Vaudésir 13 750ml","Vitt vin",449,750,56,13,0.217149220489978
"IDIG Riesling Gr Gewächs 15 750 ml","Vitt vin",399,750,289,13,0.244360902255639
"Rossj-Bass 15 750 ml","Vitt vin",449,750,65,13,0.217149220489978
"Pieropan Calvarino Soave Cl 14 750","Vitt vin",169,750,1610,12.5,0.554733727810651
"Pieropan  La Rocca Soave Cl 14 750","Vitt vin",249,750,190,13,0.391566265060241
"Dom Cauhapé Sève d'Automne 13 750","Vitt vin",179,750,2221,14.5,0.607541899441341
"Pernand-Verge Les Combottes 14 750","Vitt vin",289,750,133,12.5,0.32439446366782
"Chablis PC Montée d T Michel 13 750","Vitt vin",279,750,638,13,0.349462365591398
"Mâcon Charnay Clos Saint-Pie 15 750","Vitt vin",189,750,2258,14,0.555555555555556
"Zind-Humbr Rie Brand GC VieV 11 750","Vitt vin",349,750,599,14,0.300859598853868
"Goulaine V Vignes Muscad Sev 12 750","Vitt vin",179,750,696,13,0.544692737430168
"Arbois Grand Elevage Vieil V 12 750","Vitt vin",299,750,113,13,0.326086956521739
"P Labet Bourgogne Chard VV 14 750","Vitt vin",260,750,638,13,0.375
"Josef Chromy Chardonnay 15 750ml","Vitt vin",179,750,930,13.5,0.565642458100559
"Leasingham Riesling 16 750 ml","Vitt vin",79,750,7013,12.5,1.18670886075949
"Villa dei Preti 12 750ml","Vitt vin",134,750,2,13.5,0.755597014925373
"Tour du Bon Blanc 15 750ml","Vitt vin",193,750,2,13,0.505181347150259
"Eden Valley Chardonnay 15 750ml","Vitt vin",149,750,52,13.5,0.679530201342282
"Wehlener Sonnenuhr Riesl Kab 15 750","Vitt vin",149,750,18,9,0.453020134228188
"Quinta de Chocapalha Ch 15 750ml","Vitt vin",124,750,33,12.5,0.756048387096774
"Quinta de Chocapalha Branco 15 750","Vitt vin",124,750,42,13,0.786290322580645
"Dom Moritz Crémant d'Alsace Br 750","Vitt vin",169,750,2,12,0.532544378698225
"Terlan Pinot Grigio 14 750ml","Vitt vin",139,750,7,13,0.701438848920863
"Nederburg Private Bin 234 13 750ml","Vitt vin",199,750,23,0,0
"Grand Sel Tokaji Furmint 14 750ml","Vitt vin",139,750,41,12.5,0.674460431654676
"Andean Barrel Fermented SB 15 750","Vitt vin",89,750,2134,12,1.01123595505618
"Nederburg Edelkeur 07 375ml","Vitt vin",319,375,14,0,0
"Nederburg The Young Airhawk 15 750","Vitt vin",149,750,1022,14,0.704697986577181
"Meursault Les Narvaux 14 750ml","Vitt vin",399,750,35,13.5,0.253759398496241
"Savage White 15 750 ml","Vitt vin",249,750,156,0,0
"Vietti Cascinetta M d'Asti 15 375ml","Vitt vin",119,375,13.0133333333333,5,0.157563025210084
"Dom Moritz Rebbuhl Ries 14 750ml","Vitt vin",139,750,16,12.5,0.674460431654676
"Chêne Bleu Viogner 14 750ml","Vitt vin",269,750,13,13,0.362453531598513
"Chêne Bleu Aliot 12 750ml","Vitt vin",429,750,13,13,0.227272727272727
"Kozlovic Malvazija 15 750ml","Vitt vin",179,750,61,13,0.544692737430168
"Budai Irsai Olivér15 750ml","Vitt vin",129,750,33,11.5,0.668604651162791
"Prager Steinriegl 15 750ml","Vitt vin",219,750,38,12.5,0.428082191780822
"Dragunera Grillo 15 750ml","Vitt vin",69,750,36,13,1.41304347826087
"Amicone Bianco 15 750ml","Vitt vin",96,750,124,13,1.015625
"Moment of Silence 15 750ml","Vitt vin",229,750,8,14,0.458515283842795
"Orbitofrontal Cortex 15 750ml","Vitt vin",279,750,18,14,0.376344086021505
"Limbic 15 750ml","Vitt vin",279,750,20,14,0.376344086021505
"Bianco di Mezzola 15 750ml","Vitt vin",134,750,50,12.5,0.699626865671642
"Fasoli Gino Soave Borgoletto 15 750","Vitt vin",119,750,46,12.5,0.78781512605042
"Savanha Winemaker Sel S Bl 16 750ml","Vitt vin",75,750,10544,13,1.3
"I Frati Lugana 15 750ml","Vitt vin",139,750,179,13,0.701438848920863
"Schloss Johannisberg 14 750ml","Vitt vin",199,750,37,10.5,0.39572864321608
"Kumeu Mate´s Vineyard Chard 14 750","Vitt vin",369,750,177,0,0
"Fraser Gallop Parterre 14 750ml","Vitt vin",187,750,73,12.5,0.501336898395722
"Winemaker's Lot Chardonnay 15 750","Vitt vin",69,750,10914,13,1.41304347826087
"Fraser Gallop Sem S B 15 750ml","Vitt vin",139,750,16,12.5,0.674460431654676
"Pousio Branco 15 750ml","Vitt vin",89,750,90,13,1.09550561797753
"Le Creete 15 750ml","Vitt vin",179,750,84,13,0.544692737430168
"Domaine Aléofane Blanc 15 750ml","Vitt vin",219,750,18,13,0.445205479452055
"Schloss Johannisberg Gelb 15 750ml","Vitt vin",149,750,61,11.5,0.578859060402685
"La Tribuleira Langhe 14 750ml","Vitt vin",184,750,37,12.5,0.509510869565217
"Belle Naturelle Jurtschitsch 750","Vitt vin",149,750,450,12,0.604026845637584
"Riesling Organic 14 750ml","Vitt vin",151,750,6,12,0.596026490066225
"Radikon Slatnik 14 750 ml","Vitt vin",239,750,467,13,0.407949790794979
"Jakot 09 500 ml","Vitt vin",239,500,358,0,0
"Keller Scheurebe Trocken 15 750","Vitt vin",169,750,955,12,0.532544378698225
"Keller Riesling Trocken 15 750ml","Vitt vin",159,750,1186,0,0
"Keller Limestone Riesl Kab 15 750","Vitt vin",199,750,1423,9.5,0.358040201005025
"Pinot Gris Clos Windsbuhl 14 750","Vitt vin",269,750,410,14,0.390334572490706
"Tamianka Vitt 14 750ml","Vitt vin",149,750,36,14,0.704697986577181
"Chevalier-Montrachet Gr Cr 13 750ml","Vitt vin",4295,750,3,0,0
"Bruno Colin Bourgogne Chard 14 750","Vitt vin",217,750,121,13.1,0.452764976958525
"Bâtard-Montrachet Gr Cru 13 750ml","Vitt vin",3695,750,4,13,0.0263870094722598
"Criots-Bâtard-Montr Gr Cru 13 750","Vitt vin",3315,750,5,0,0
"Puligny-Montr 1 Cru La Garen 13 750","Vitt vin",895,750,12,0,0
"Meursault 1 Cru Perrières 13 750ml","Vitt vin",1095,750,12,0,0
"Montrachet Grand Cru 13 750ml","Vitt vin",5975,750,6,0,0
"Châteauneuf-du-Pape Bl Magis 12 750","Vitt vin",775,750,40,14,0.135483870967742
"Les Chaillées de l'Enfer 14 750ml","Vitt vin",799,750,12,14,0.131414267834793
"Coteau de Vernon 14 750ml","Vitt vin",899,750,17,14,0.116796440489433
"Gewurztraminer Heimbourg 00 750 ml","Vitt vin",299,750,225,15,0.376254180602007
"Premiéres Grives 15 750ml","Vitt vin",129,750,34,11.5,0.668604651162791
"Ch Doisy-Daëne Bordeaux Bl 13 750ml","Vitt vin",229,750,759,13,0.425764192139738
"Domaine du Tariquet Classic 15 750","Vitt vin",86,750,14,10.5,0.915697674418605
"Chalis Grand Cru Vaudésir 14 750ml","Vitt vin",554,750,10,0,0
"Chablis PC Mont de Milieu 14 750","Vitt vin",270,750,23,13,0.361111111111111
"Chablis PC Séchet 14 750ml","Vitt vin",281,750,16,13,0.346975088967972
"Tim Adams Semillon 13 750ml","Vitt vin",189,750,305,13,0.515873015873016
"Sablet Blanc 15 750ml","Vitt vin",139,750,10,13,0.701438848920863
"Dilé D-Bianco 750ml","Vitt vin",132,750,42,12.5,0.710227272727273
"Crozes Hermitage Les Jalets 15 750","Vitt vin",149,750,1429,13.5,0.679530201342282
"Château-Thébaud Muscadet 12 750 ml","Vitt vin",159,750,708,12,0.566037735849057
"Lupus in Fabula 14 750ml","Vitt vin",219,750,68,13.5,0.462328767123288
"Dimension Chenin Blanc 16 bib 3 l","Vitt vin",189,3000,15280,13.5,2.14285714285714
"Mysti Blanc 14 750ml","Vitt vin",107,750,31,11.5,0.80607476635514
"Casa Belfi Bianco 15 750ml","Vitt vin",129,750,123,11.5,0.668604651162791
"Antica Cascina 14 750ml","Vitt vin",134,750,37,13,0.727611940298508
"Prager Hinter der Burg 15 750ml","Vitt vin",219,750,7,12.5,0.428082191780822
"Vigna Martina Riesling 14 750ml","Vitt vin",159,750,25,13.5,0.636792452830189
"Lindeman's Bin 65 Ch 15 Box 3L","Vitt vin",259,3000,27,13.5,1.56370656370656
"Kövágó Furmint 15 750ml","Vitt vin",269,750,6,14,0.390334572490706
"Leasingham Bin 7 Riesling 11 750ml","Vitt vin",39,750,585,0,0
"eXcentric Incanto 15 750ml","Vitt vin",149,750,9,14.5,0.729865771812081
"Robert Weil Riesling 15 750ml","Vitt vin",159,750,38,10.5,0.495283018867925
"Romo 13 750ml","Vitt vin",192,750,58,12,0.46875
"Pegasus Bay Aged Riesling 09 750 ml","Vitt vin",149,750,994,13,0.654362416107383
"Main Divide Late Picked P Gris 14","Vitt vin",159,750,580,13,0.613207547169811
"Sancerre Frétoy 15 750ml","Vitt vin",149,750,87,12.5,0.629194630872483
"Tola Catarratto 15 750ml","Vitt vin",99,750,32,13,0.984848484848485
"Pouilly Fumé Génetin 15 750ml","Vitt vin",149,750,25,12.5,0.629194630872483
"Pegasus Fat 14 750 ml","Vitt vin",295,750,49,14.5,0.36864406779661
"Tola Grillo 15 750ml","Vitt vin",99,750,34,13,0.984848484848485
"Solaris 14 750 ml","Vitt vin",190,750,202,0,0
"Caprice 15 500ml","Vitt vin",129,500,107,0,0
"Petit Paul Sapin ECO Chard 187ml","Vitt vin",25,187,48.0213903743316,13,0.9724
"Tikves Chardonnay 15 750ml","Vitt vin",112,750,26,13.5,0.904017857142857
"Alexandria White 15 750ml","Vitt vin",116,750,28,13,0.84051724137931
"Miss Molly Hoity Toity 14 750ml","Vitt vin",129,750,26,13,0.755813953488372
"Montagny Camille 14 750ml","Vitt vin",149,750,28,13,0.654362416107383
"Chablis Levert Frères 15 750ml","Vitt vin",118,750,8777,12.5,0.794491525423729
"Torgo 15 750ml","Vitt vin",129,750,50,13,0.755813953488372
"Mayacamas Chardonnay 12 750ml","Vitt vin",479,750,18,13,0.203549060542798
"Sassone Bianco di Toscana 15 750ml","Vitt vin",104,750,42,12.5,0.901442307692308
"Domaine de la Foliette 15 750ml","Vitt vin",89,750,15,12,1.01123595505618
"Adrianna Vineyard 12 750ml","Vitt vin",529,750,16,13,0.184310018903592
"Yalumba Organic Chardonnay 15 750ml","Vitt vin",125,750,10,13.5,0.81
"Teardrop Riesling 13 750ml","Vitt vin",189,750,8,12.5,0.496031746031746
"Domaine D'Ardhuy Ladoix 15 750ml","Vitt vin",299,750,12,13,0.326086956521739
"Château Lauduc 15 750ml","Vitt vin",99,750,12,13,0.984848484848485
"Le Tende Custuza 15 750ml","Vitt vin",152,750,6,12.5,0.616776315789474
"Winzenberg Grand Cru 09 750ml","Vitt vin",249,750,2,13,0.391566265060241
"Tim Adams Semillon 14 750ml","Vitt vin",149,750,1006,13,0.654362416107383
"Contante 14 750ml","Vitt vin",139,750,33,12.5,0.674460431654676
"Infraganti 15 750ml","Vitt vin",99,750,26,13,0.984848484848485
"Costa di Giulia 15 750ml","Vitt vin",169,750,16,13.5,0.599112426035503
"Clay Station Viognier 750 ml","Vitt vin",109,750,416,13.5,0.928899082568807
"Château Talbot Caillou Blanc 13 750","Vitt vin",345,750,4,13,0.282608695652174
"Hermitage Blanc Blanche 08 750ml","Vitt vin",305,750,82,0,0
"Château de France 14 750ml","Vitt vin",315,750,8,13,0.30952380952381
"Villa Mathilda Cuvée 15 500ml","Vitt vin",175,500,27,12.5,0.357142857142857
"J. Bäumer Rheingau 13 750ml","Vitt vin",99,750,20,0,0
"Penfolds Bin 311 Chardonnay 15 750","Vitt vin",229,750,317,13.5,0.442139737991266
"100% Rizling 15 750ml","Vitt vin",149,750,11,15,0.75503355704698
"Hajnóczy 13 750ml","Vitt vin",199,750,6,12,0.452261306532663
"Penfolds Res Bin 15A Chardon 15 750","Vitt vin",699,750,30,13,0.139484978540773
"Villa Maria Hawkes Bay Chard 15 750","Vitt vin",159,750,7,13.5,0.636792452830189
"Kechribari Retsina  500ml","Vitt vin",69,500,67,11.5,0.833333333333333
"Kechribari Retsina 750ml","Vitt vin",120,750,23,11.5,0.71875
"Balassa Bom Boly Furmint 15 750ml","Vitt vin",162,750,99,14,0.648148148148148
"Ciani Pinot Grigio 14 750ml","Vitt vin",138,750,8,12.5,0.679347826086957
"Balassa Nyúlászó Furmint 15 750ml","Vitt vin",219,750,35,14,0.479452054794521
"Ciani Sauvignon 14 750ml","Vitt vin",138,750,5,12.5,0.679347826086957
"Publio Elio Adriano15 750ml","Vitt vin",159,750,3,13,0.613207547169811
"L'Avenir Chenin Blanc 13 750ml","Vitt vin",69,750,587,14,1.52173913043478
"La Bauma Vega Aixala 14 750ml","Vitt vin",259,750,16,13.5,0.390926640926641
"L'Avenir Sauvignon Blanc 14 750ml","Vitt vin",49,750,223,0,0
"J. Bäumer Riesling 15 750ml","Vitt vin",89,750,1381,8,0.674157303370786
"Murphy-Goode Chard 12 750ml","Vitt vin",189,750,21,13.5,0.535714285714286
